id,company,website,location,hall,stand,contact_person,email,phone,description,products,certifications,source_search_term,source_url,relevant_goals,relevant_departments,relevant_materials,priority_score,visit_priority,company_type,meeting_requested,meeting_scheduled,meeting_completed,meeting_notes,meeting_date,samples_requested,samples_received,brochures_collected,quotes_requested,why_relevant,strengths,weaknesses,potential_value,created_at,updated_at,logo,contact,notes,contact_persons,company_data_popup,profile_url,map_link,booth_details,products_detailed,certifications_detailed,relevance_status,relevance_score,must_visit,visit_day,visit_time_slot,physical_location,similarity_tags,marked_by,marked_at,category,where_they_present,claude_analysis,balena_value,strategic_importance,connection_type,confidence_score,key_factors,red_flags,department,goal_category,website_title,about_us,products_services,sustainability_info,contact_info,website_phones,meta_description,website_emails
1038,MURTFELDT GmbH & Co. KG,,Hall 5 / F21,,,,,,,,,plasticizer,https://www.k-online.com/vis/v1/en/search?_query=plasticizer&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"MURTFELDT GmbH & Co. KG is a manufacturer of high-performance plastics and composites, which could be relevant to Balena's goals of developing sustainable and biodegradable thermoplastic elastomers. They may have expertise or materials that could be useful for Balena's R&D efforts.",,,,2025-09-04 06:08:54.504511,2025-09-04 06:08:54.504511,,,,,,https://www.k-online.com/vis/v1/en/search?_query=plasticizer&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""MURTFELDT GmbH & Co. KG is a manufacturer of high-performance plastics and composites, which could be relevant to Balena's goals of developing sustainable and biodegradable thermoplastic elastomers. They may have expertise or materials that could be useful for Balena's R&D efforts."", 'department': 'R&D', 'category': 'Materials', 'score': 80}",,,,,,,R&D,Materials,,,,,,,,
1039,Solinatra UK Limited,,Hall 14 / A50,,,,,,,,,bio-based plasticizer,https://www.k-online.com/vis/v1/en/search?_query=bio-based+plasticizer&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Solinatra UK Limited is a company that specializes in the development and production of sustainable, bio-based materials, which aligns with Balena's goals of creating circular economy solutions and sustainable plastics. Their expertise in this area could be valuable for Balena's R&D efforts.",,,,2025-09-04 06:08:54.504511,2025-09-04 06:08:54.504511,,,,,,https://www.k-online.com/vis/v1/en/search?_query=bio-based+plasticizer&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""Solinatra UK Limited is a company that specializes in the development and production of sustainable, bio-based materials, which aligns with Balena's goals of creating circular economy solutions and sustainable plastics. Their expertise in this area could be valuable for Balena's R&D efforts."", 'department': 'R&D', 'category': 'Materials', 'score': 80}",,,,,,,R&D,Materials,,,,,,,,
1040,Omya Performance Polymer Distribution AG,https://www.omya.com/,Stand www.omya.com,,www.omya.com,Omya Performance Polymer Distribution AG,info@omya.com,+41 62 7892639,"OPPD is a global leader with more than 60 years of experience, innovation and expertise in the distribution and application development of thermoplastic polymers and elastomers. Our team of highly experienced sales people are able to meet your requirements and exceed your expectations whilst adding value to your business. The team is supported in all markets by our development engineers who have unrivalled knowledge of all aspects of polymer technology, including part and mould design, selection of polymers to achieve the best performance, troubleshooting and optimization of part production.",,,bio-based plasticizer,https://www.k-online.com/vis/v1/en/search?_query=bio-based+plasticizer&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Omya Performance Polymer Distribution AG is a global leader in the distribution and application development of thermoplastic polymers and elastomers, which aligns with Balena's goals of developing biodegradable and bio-based thermoplastic elastomers. Their expertise in polymer technology and ability to provide support in areas like part and mould design, polymer selection, and optimization could be valuable for Balena.",,,,2025-09-04 06:08:54.504511,2025-09-04 06:08:54.504511,,,,,,https://www.k-online.com/vis/v1/en/search?_query=bio-based+plasticizer&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""Omya Performance Polymer Distribution AG is a global leader in the distribution and application development of thermoplastic polymers and elastomers, which aligns with Balena's goals of developing biodegradable and bio-based thermoplastic elastomers. Their expertise in polymer technology and ability to provide support in areas like part and mould design, polymer selection, and optimization could be valuable for Balena."", 'department': 'Operations', 'category': 'Suppliers', 'score': 90}",,,,,,,Operations,Suppliers,Welcome to Omya | Minerals and specialty materials,,,,,,Omya is a leading global producer of industrial minerals – mainly fillers and pigments derived from calcium carbonate and dolomite and a worldwide distributor of specialty materials. Learn more.,
1041,Unknown Company,,,,,,,,,,,bio-based plasticizer,https://www.k-online.com/vis/v1/en/search?_query=bio-based+plasticizer&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"This company appears to be a supplier of bio-based materials, biodegradable plasticizers, or certified compostable solutions, which would be highly relevant to Balena's R&D efforts in developing sustainable and biodegradable thermoplastic elastomers.",,,,2025-09-04 06:08:54.504511,2025-09-04 06:08:54.504511,,,,,,https://www.k-online.com/vis/v1/en/search?_query=bio-based+plasticizer&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""This company appears to be a supplier of bio-based materials, biodegradable plasticizers, or certified compostable solutions, which would be highly relevant to Balena's R&D efforts in developing sustainable and biodegradable thermoplastic elastomers."", 'department': 'R&D', 'category': 'Materials', 'score': 90}",,,,,,,R&D,Materials,,,,,,,,
1042,Biesterfeld Plastic GmbH,,Hall 5 / B18,,,,,,,,,bio-based plasticizer,https://www.k-online.com/vis/v1/en/search?_query=bio-based+plasticizer&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Biesterfeld Plastic GmbH is a leading distributor of specialty plastics, including bio-based and biodegradable materials, which aligns with Balena's focus on sustainable and circular economy solutions. They could be a valuable partner in sourcing and distributing Balena's BioCir® family of products.",,,,2025-09-04 06:08:54.504511,2025-09-04 06:08:54.504511,,,,,,https://www.k-online.com/vis/v1/en/search?_query=bio-based+plasticizer&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""Biesterfeld Plastic GmbH is a leading distributor of specialty plastics, including bio-based and biodegradable materials, which aligns with Balena's focus on sustainable and circular economy solutions. They could be a valuable partner in sourcing and distributing Balena's BioCir® family of products."", 'department': 'Commercial', 'category': 'Partners', 'score': 90}",,,,,,,Commercial,Partners,,,,,,,,
1043,BASF SE,,Hall 5 / C21..D21,,,,,,,,,BASF,https://www.k-online.com/vis/v1/en/search?_query=BASF&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"BASF SE is a leading chemical company that offers a wide range of materials and solutions, including biodegradable and bio-based polymers, which could be highly relevant to Balena's goals of developing sustainable and circular plastics solutions.",,,,2025-09-10 13:47:56.659315,2025-09-10 13:47:56.659327,,,,,,https://www.k-online.com/vis/v1/en/search?_query=bio-based+plasticizer&f_type=profile,,,,,pending,90,False,,,,,,,,,"{""why"":""BASF SE is a leading chemical company that offers a wide range of materials and solutions, including biodegradable and bio-based polymers, which could be highly relevant to Balena's goals of developing sustainable and circular plastics solutions."",""score"":90,""category"":""Materials"",""department"":""R&D""}",,,,,,,R&D,Materials,,,,,,,,
1044,TITK - Thüringisches Institut für Textil- und Kunststoff-Forschung e.V.,,"Hall 7, level 0 / B24",,,,,,,,,bio-based plasticizer,https://www.k-online.com/vis/v1/en/search?_query=bio-based+plasticizer&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"TITK is a research institute focused on textile and polymer research, which aligns well with Balena's goals of developing sustainable and biodegradable thermoplastic elastomers. They could provide valuable expertise and resources for Balena's R&D efforts.",,,,2025-09-04 06:08:54.504511,2025-09-04 06:08:54.504511,,,,,,https://www.k-online.com/vis/v1/en/search?_query=bio-based+plasticizer&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""TITK is a research institute focused on textile and polymer research, which aligns well with Balena's goals of developing sustainable and biodegradable thermoplastic elastomers. They could provide valuable expertise and resources for Balena's R&D efforts."", 'department': 'R&D', 'category': 'Materials', 'score': 80}",,,,,,,R&D,Materials,,,,,,,,
1045,DK Kunststoff-Service GmbH,,Hall 6 / D76,,,,,,,,,bio-based plasticizer,https://www.k-online.com/vis/v1/en/search?_query=bio-based+plasticizer&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"DK Kunststoff-Service GmbH is a plastics recycling and compounding company that could be a valuable partner for Balena's circular economy and sustainable plastics goals. They have expertise in recycling and compounding various types of plastics, which could be relevant for Balena's BioCir® family of biodegradable and bio-based thermoplastic elastomers.",,,,2025-09-04 06:08:54.504511,2025-09-04 06:08:54.504511,,,,,,https://www.k-online.com/vis/v1/en/search?_query=bio-based+plasticizer&f_type=profile,,,,,pending,80,False,,,,,,,,,"{'why': ""DK Kunststoff-Service GmbH is a plastics recycling and compounding company that could be a valuable partner for Balena's circular economy and sustainable plastics goals. They have expertise in recycling and compounding various types of plastics, which could be relevant for Balena's BioCir® family of biodegradable and bio-based thermoplastic elastomers."", 'department': 'Operations', 'category': 'Suppliers', 'score': 80}",,,,,,,Operations,Suppliers,,,,,,,,
1046,FKuR Kunststoff GmbH,https://www.fkur.com/,Stand www.fkur.com,,www.fkur.com,FKuR Kunststoff GmbH,sales@fkur.com,+49 2154 9251-0,"Plastics care for Future – Let`s keep it in the loop. FKuR is a medium-sized, privately held company focusing on the development, production and marketing of high-quality special compounds and the distribution of plastic specialties and recyclates. We are one of the leading suppliers of bioplastics granulates for flexible packaging solutions and engineering applications.",,,bio-based plasticizer,https://www.k-online.com/vis/v1/en/search?_query=bio-based+plasticizer&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"FKuR Kunststoff GmbH is a leading supplier of bioplastics granulates, which aligns with Balena's goals of developing sustainable and biodegradable plastic solutions. Their expertise in bioplastics could be valuable for Balena's R&D efforts.",,,,2025-09-04 06:08:54.504511,2025-09-04 06:08:54.504511,,,,,,https://www.k-online.com/vis/v1/en/search?_query=bio-based+plasticizer&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""FKuR Kunststoff GmbH is a leading supplier of bioplastics granulates, which aligns with Balena's goals of developing sustainable and biodegradable plastic solutions. Their expertise in bioplastics could be valuable for Balena's R&D efforts."", 'department': 'R&D', 'category': 'Materials', 'score': 90}",,,,,,,R&D,Materials,"Biokunststoffe und Rezyklate: bio-basiert, biologisch abbaubar oder recycelt",,,,,".






   ",Führender Hersteller von Biokunststoffen und Rezyklaten ✓30 Jahre Erfahrung ✓Höchste Qualität ✓Zertifiziert ➤Gestalter der Kreislaufwirtschaft,
1047,K.D. Feddersen GmbH & Co. KG,,Hall 6 / C76,,,,,,,,,bio-based plasticizer,https://www.k-online.com/vis/v1/en/search?_query=bio-based+plasticizer&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"K.D. Feddersen GmbH & Co. KG is a leading distributor and supplier of specialty chemicals, including bio-based and biodegradable materials, which could be highly relevant to Balena's goals of developing sustainable and compostable plastic solutions.",,,,2025-09-04 06:08:54.504511,2025-09-04 06:08:54.504511,,,,,,https://www.k-online.com/vis/v1/en/search?_query=bio-based+plasticizer&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""K.D. Feddersen GmbH & Co. KG is a leading distributor and supplier of specialty chemicals, including bio-based and biodegradable materials, which could be highly relevant to Balena's goals of developing sustainable and compostable plastic solutions."", 'department': 'Operations', 'category': 'Suppliers', 'score': 90}",,,,,,,Operations,Suppliers,,,,,,,,
1048,Celanese Sales Germany GmbH,,Hall 6 / D02,,,,,,,,,bio-based plasticizer,https://www.k-online.com/vis/v1/en/search?_query=bio-based+plasticizer&f_type=profile,,,,5,MEDIUM,,False,False,False,,,False,False,False,False,"Celanese is a leading global specialty materials company that develops and manufactures a wide range of advanced materials, including biodegradable and bio-based polymers. This aligns well with Balena's goals of developing sustainable and circular plastics solutions.",,,,2025-09-04 06:08:54.504511,2025-09-04 06:08:54.504511,,,,,,https://www.k-online.com/vis/v1/en/search?_query=bio-based+plasticizer&f_type=profile,,,,,pending,90,False,,,,,,,,,"{'why': ""Celanese is a leading global specialty materials company that develops and manufactures a wide range of advanced materials, including biodegradable and bio-based polymers. This aligns well with Balena's goals of developing sustainable and circular plastics solutions."", 'department': 'Operations', 'category': 'Suppliers', 'score': 90}",,,,,,,Operations,Suppliers,,,,,,,,
